id,name,score1,score2
5170,Student_5170,92,95
5171,Student_5171,92,59
5172,Student_5172,89,91
5173,Student_5173,76,53
5174,Student_5174,78,62
5175,Student_5175,99,69
5176,Student_5176,52,66
5177,Student_5177,96,66
5178,Student_5178,92,52
5179,Student_5179,81,60
5180,Student_5180,79,58
5181,Student_5181,58,53
5182,Student_5182,51,55
5183,Student_5183,87,93
5184,Student_5184,58,94
5185,Student_5185,85,51
5186,Student_5186,95,54
5187,Student_5187,59,50
5188,Student_5188,77,62
5189,Student_5189,59,87
5190,Student_5190,100,79
5191,Student_5191,79,51
5192,Student_5192,91,76
5193,Student_5193,55,56
5194,Student_5194,74,91
5195,Student_5195,68,85
5196,Student_5196,95,53
5197,Student_5197,96,93
5198,Student_5198,94,63
5199,Student_5199,99,79
5200,Student_5200,56,90
5201,Student_5201,80,94
5202,Student_5202,52,93
5203,Student_5203,87,51
5204,Student_5204,81,83
5205,Student_5205,78,61
5206,Student_5206,83,95
5207,Student_5207,88,88
5208,Student_5208,53,98
5209,Student_5209,51,71
5210,Student_5210,64,60
5211,Student_5211,95,77
5212,Student_5212,88,92
5213,Student_5213,71,95
5214,Student_5214,88,88
5215,Student_5215,54,73
5216,Student_5216,63,58
5217,Student_5217,69,55
5218,Student_5218,76,78
5219,Student_5219,77,99
5220,Student_5220,58,100
5221,Student_5221,87,89
5222,Student_5222,57,92
5223,Student_5223,100,72
5224,Student_5224,55,87
5225,Student_5225,70,99
5226,Student_5226,89,94
5227,Student_5227,84,71
5228,Student_5228,97,84
5229,Student_5229,65,56
5230,Student_5230,51,77
5231,Student_5231,94,83
5232,Student_5232,78,90
5233,Student_5233,50,54
5234,Student_5234,51,72
5235,Student_5235,58,54
5236,Student_5236,64,56
5237,Student_5237,97,53
5238,Student_5238,94,80
5239,Student_5239,62,73
5240,Student_5240,56,60
5241,Student_5241,77,97
5242,Student_5242,60,71
5243,Student_5243,69,77
5244,Student_5244,75,61
5245,Student_5245,88,76
5246,Student_5246,77,61
5247,Student_5247,90,67
5248,Student_5248,99,52
5249,Student_5249,66,52
5250,Student_5250,69,80
5251,Student_5251,92,91
5252,Student_5252,54,60
5253,Student_5253,80,87
5254,Student_5254,70,80
5255,Student_5255,90,80
5256,Student_5256,55,78
5257,Student_5257,69,88
5258,Student_5258,78,62
5259,Student_5259,88,71
5260,Student_5260,96,52
5261,Student_5261,58,61
5262,Student_5262,68,77
5263,Student_5263,88,71
5264,Student_5264,79,84
5265,Student_5265,83,61
5266,Student_5266,82,99
5267,Student_5267,56,55
5268,Student_5268,87,60
5269,Student_5269,95,63
5270,Student_5270,58,69
5271,Student_5271,99,80
5272,Student_5272,93,73
5273,Student_5273,59,71
5274,Student_5274,58,87
5275,Student_5275,83,99
5276,Student_5276,71,96
5277,Student_5277,81,90
5278,Student_5278,71,98
5279,Student_5279,60,84
5280,Student_5280,70,63
5281,Student_5281,87,96
5282,Student_5282,91,75
5283,Student_5283,50,57
5284,Student_5284,59,98
5285,Student_5285,88,99
5286,Student_5286,90,54
5287,Student_5287,72,80
5288,Student_5288,94,81
5289,Student_5289,76,60
5290,Student_5290,86,74
5291,Student_5291,76,99
5292,Student_5292,59,86
5293,Student_5293,76,68
5294,Student_5294,60,99
5295,Student_5295,78,62
5296,Student_5296,61,89
5297,Student_5297,75,72
5298,Student_5298,67,57
5299,Student_5299,57,68
5300,Student_5300,88,73
5301,Student_5301,96,91
5302,Student_5302,90,85
5303,Student_5303,86,90
5304,Student_5304,74,76
5305,Student_5305,76,59
5306,Student_5306,65,73
5307,Student_5307,76,90
5308,Student_5308,58,83
5309,Student_5309,68,93
5310,Student_5310,65,52
5311,Student_5311,93,73
5312,Student_5312,69,81
5313,Student_5313,51,79
5314,Student_5314,78,52
5315,Student_5315,57,91
5316,Student_5316,64,84
5317,Student_5317,76,90
5318,Student_5318,86,72
5319,Student_5319,80,83
5320,Student_5320,79,55
5321,Student_5321,63,87
5322,Student_5322,95,58
5323,Student_5323,87,62
5324,Student_5324,92,66
5325,Student_5325,58,69
5326,Student_5326,92,66
5327,Student_5327,81,61
5328,Student_5328,84,71
5329,Student_5329,55,56
5330,Student_5330,82,78
5331,Student_5331,67,95
5332,Student_5332,64,58
5333,Student_5333,72,71
5334,Student_5334,54,70
5335,Student_5335,66,68
5336,Student_5336,76,71
5337,Student_5337,52,68
5338,Student_5338,71,65
5339,Student_5339,51,60
5340,Student_5340,79,86
5341,Student_5341,76,76
5342,Student_5342,79,80
5343,Student_5343,99,85
5344,Student_5344,60,75
5345,Student_5345,100,84
5346,Student_5346,88,76
5347,Student_5347,58,62
5348,Student_5348,58,81
5349,Student_5349,72,82
5350,Student_5350,86,80
5351,Student_5351,76,82
5352,Student_5352,56,59
5353,Student_5353,71,83
5354,Student_5354,74,53
5355,Student_5355,60,91
5356,Student_5356,94,76
5357,Student_5357,89,64
5358,Student_5358,51,81
5359,Student_5359,61,61
5360,Student_5360,78,93
5361,Student_5361,63,54
5362,Student_5362,65,73
5363,Student_5363,91,92
5364,Student_5364,68,73
5365,Student_5365,90,72
5366,Student_5366,61,89
5367,Student_5367,82,77
5368,Student_5368,69,73
5369,Student_5369,81,87
5370,Student_5370,99,93
5371,Student_5371,94,71
5372,Student_5372,65,100
5373,Student_5373,67,82
5374,Student_5374,98,69
5375,Student_5375,99,93
5376,Student_5376,82,93
5377,Student_5377,84,95
5378,Student_5378,87,75
5379,Student_5379,55,77
5380,Student_5380,64,50
5381,Student_5381,55,89
5382,Student_5382,96,94
5383,Student_5383,50,69
5384,Student_5384,84,82
5385,Student_5385,51,70
5386,Student_5386,59,88
5387,Student_5387,65,74
5388,Student_5388,93,83
5389,Student_5389,96,63
5390,Student_5390,54,54
5391,Student_5391,53,98
5392,Student_5392,89,66
5393,Student_5393,93,99
5394,Student_5394,80,64
5395,Student_5395,58,64
5396,Student_5396,88,80
5397,Student_5397,74,67
5398,Student_5398,88,75
5399,Student_5399,88,83
5400,Student_5400,76,100
5401,Student_5401,59,88
5402,Student_5402,58,96
5403,Student_5403,50,88
5404,Student_5404,91,62
5405,Student_5405,58,80
5406,Student_5406,80,80
5407,Student_5407,82,93
5408,Student_5408,97,88
5409,Student_5409,86,90
5410,Student_5410,97,68
5411,Student_5411,90,72
5412,Student_5412,72,81
5413,Student_5413,95,81
5414,Student_5414,99,73
5415,Student_5415,75,59
5416,Student_5416,61,82
5417,Student_5417,53,82
5418,Student_5418,61,58
5419,Student_5419,73,59
5420,Student_5420,70,84
5421,Student_5421,100,77
5422,Student_5422,67,99
5423,Student_5423,83,98
5424,Student_5424,79,51
5425,Student_5425,95,87
5426,Student_5426,55,68
5427,Student_5427,76,84
5428,Student_5428,96,87
5429,Student_5429,94,93
5430,Student_5430,81,84
5431,Student_5431,93,52
5432,Student_5432,90,63
5433,Student_5433,63,96
5434,Student_5434,97,86
5435,Student_5435,53,73
5436,Student_5436,84,56
5437,Student_5437,90,59
5438,Student_5438,91,73
5439,Student_5439,81,66
5440,Student_5440,56,81
5441,Student_5441,90,77
5442,Student_5442,72,79
5443,Student_5443,70,58
5444,Student_5444,71,85
5445,Student_5445,81,77
5446,Student_5446,91,55
5447,Student_5447,99,74
5448,Student_5448,76,93
5449,Student_5449,97,92
5450,Student_5450,50,75
5451,Student_5451,60,53
5452,Student_5452,93,80
5453,Student_5453,52,67
5454,Student_5454,83,65
5455,Student_5455,76,71
5456,Student_5456,74,90
5457,Student_5457,64,80
5458,Student_5458,57,51
5459,Student_5459,62,55
5460,Student_5460,99,86
5461,Student_5461,59,66
5462,Student_5462,81,55
5463,Student_5463,58,83
5464,Student_5464,84,65
5465,Student_5465,98,66
5466,Student_5466,81,63
5467,Student_5467,89,79
5468,Student_5468,78,83
5469,Student_5469,50,61
5470,Student_5470,65,97
5471,Student_5471,80,90
5472,Student_5472,87,57
5473,Student_5473,96,75
5474,Student_5474,95,93
5475,Student_5475,83,83
5476,Student_5476,83,65
5477,Student_5477,64,90
5478,Student_5478,52,51
5479,Student_5479,81,86
5480,Student_5480,66,86
5481,Student_5481,88,78
5482,Student_5482,78,91
5483,Student_5483,68,67
5484,Student_5484,67,91
5485,Student_5485,71,63
5486,Student_5486,91,60
5487,Student_5487,77,89
5488,Student_5488,82,85
5489,Student_5489,75,68
5490,Student_5490,98,95
5491,Student_5491,95,72
5492,Student_5492,72,70
5493,Student_5493,65,58
5494,Student_5494,82,93
5495,Student_5495,70,77
5496,Student_5496,91,56
5497,Student_5497,99,54
5498,Student_5498,54,54
5499,Student_5499,56,58
5500,Student_5500,66,96
5501,Student_5501,82,89
5502,Student_5502,64,81
5503,Student_5503,66,97
5504,Student_5504,66,88
5505,Student_5505,56,66
5506,Student_5506,94,99
5507,Student_5507,91,52
5508,Student_5508,90,55
5509,Student_5509,56,73
5510,Student_5510,80,100
5511,Student_5511,75,79
5512,Student_5512,92,58
5513,Student_5513,79,84
5514,Student_5514,69,65
5515,Student_5515,95,52
5516,Student_5516,51,74
5517,Student_5517,57,79
5518,Student_5518,63,81
5519,Student_5519,61,93
5520,Student_5520,99,50
5521,Student_5521,82,96
5522,Student_5522,72,57
5523,Student_5523,91,64
5524,Student_5524,77,56
5525,Student_5525,52,70
5526,Student_5526,61,51
5527,Student_5527,98,65
5528,Student_5528,58,57
5529,Student_5529,53,52
5530,Student_5530,71,92
5531,Student_5531,87,75
5532,Student_5532,93,82
5533,Student_5533,60,98
5534,Student_5534,71,70
5535,Student_5535,84,84
5536,Student_5536,54,70
5537,Student_5537,91,54
5538,Student_5538,58,96
5539,Student_5539,90,57
5540,Student_5540,80,99
5541,Student_5541,71,87
5542,Student_5542,54,93
5543,Student_5543,92,70
5544,Student_5544,77,53
5545,Student_5545,82,73
5546,Student_5546,83,94
5547,Student_5547,83,62
5548,Student_5548,76,87
5549,Student_5549,83,53
5550,Student_5550,91,73
5551,Student_5551,51,87
5552,Student_5552,52,87
5553,Student_5553,66,90
5554,Student_5554,57,87
5555,Student_5555,88,56
5556,Student_5556,89,74
5557,Student_5557,94,78
5558,Student_5558,89,77
5559,Student_5559,59,78
5560,Student_5560,54,96
5561,Student_5561,80,59
5562,Student_5562,66,70
5563,Student_5563,94,85
5564,Student_5564,99,73
5565,Student_5565,79,89
5566,Student_5566,89,67
5567,Student_5567,66,76
5568,Student_5568,58,94
5569,Student_5569,74,91
5570,Student_5570,73,84
5571,Student_5571,87,89
5572,Student_5572,51,51
5573,Student_5573,60,77
5574,Student_5574,55,71
5575,Student_5575,56,71
5576,Student_5576,84,72
5577,Student_5577,54,62
5578,Student_5578,97,53
5579,Student_5579,72,50
5580,Student_5580,69,92
5581,Student_5581,82,95
5582,Student_5582,53,83
5583,Student_5583,93,94
5584,Student_5584,80,90
5585,Student_5585,99,80
5586,Student_5586,51,80
5587,Student_5587,82,79
5588,Student_5588,73,99
5589,Student_5589,95,80
5590,Student_5590,62,56
5591,Student_5591,82,98
5592,Student_5592,57,51
5593,Student_5593,91,90
5594,Student_5594,69,50
5595,Student_5595,64,93
5596,Student_5596,92,53
5597,Student_5597,54,91
5598,Student_5598,92,69
5599,Student_5599,58,96
5600,Student_5600,89,83
5601,Student_5601,72,99
5602,Student_5602,82,89
5603,Student_5603,93,74
5604,Student_5604,99,56
5605,Student_5605,61,92
5606,Student_5606,55,87
5607,Student_5607,70,58
5608,Student_5608,90,61
5609,Student_5609,82,64
5610,Student_5610,60,75
5611,Student_5611,60,50
5612,Student_5612,55,64
5613,Student_5613,87,66
5614,Student_5614,65,80
5615,Student_5615,81,59
5616,Student_5616,87,100
5617,Student_5617,100,84
5618,Student_5618,53,88
5619,Student_5619,79,96
5620,Student_5620,60,99
5621,Student_5621,64,100
5622,Student_5622,99,55
5623,Student_5623,70,55
5624,Student_5624,53,68
5625,Student_5625,74,80
5626,Student_5626,75,60
5627,Student_5627,59,81
5628,Student_5628,88,73
5629,Student_5629,70,54
5630,Student_5630,93,84
5631,Student_5631,93,95
5632,Student_5632,81,99
5633,Student_5633,59,81
5634,Student_5634,70,93
5635,Student_5635,61,69
5636,Student_5636,73,77
5637,Student_5637,73,62
5638,Student_5638,77,68
5639,Student_5639,70,80
5640,Student_5640,93,91
5641,Student_5641,61,92
5642,Student_5642,65,85
5643,Student_5643,50,57
5644,Student_5644,85,81
5645,Student_5645,64,68
5646,Student_5646,96,67
5647,Student_5647,58,88
5648,Student_5648,86,84
5649,Student_5649,95,71
5650,Student_5650,77,62
5651,Student_5651,58,66
5652,Student_5652,98,71
5653,Student_5653,85,79
5654,Student_5654,97,77
5655,Student_5655,99,68
5656,Student_5656,68,70
5657,Student_5657,94,56
5658,Student_5658,57,53
5659,Student_5659,50,72
5660,Student_5660,69,57
5661,Student_5661,87,83
5662,Student_5662,51,60
5663,Student_5663,95,51
5664,Student_5664,75,56
5665,Student_5665,65,80
5666,Student_5666,99,56
5667,Student_5667,88,62
5668,Student_5668,64,65
5669,Student_5669,86,76
5670,Student_5670,82,66
5671,Student_5671,58,71
5672,Student_5672,57,56
5673,Student_5673,79,51
5674,Student_5674,88,89
5675,Student_5675,63,65
5676,Student_5676,50,60
5677,Student_5677,99,79
5678,Student_5678,98,94
5679,Student_5679,58,76
5680,Student_5680,76,97
5681,Student_5681,62,96
5682,Student_5682,50,85
5683,Student_5683,71,100
5684,Student_5684,87,77
5685,Student_5685,86,74
5686,Student_5686,69,64
5687,Student_5687,78,60
5688,Student_5688,62,77
5689,Student_5689,71,70
5690,Student_5690,81,65
5691,Student_5691,62,70
5692,Student_5692,97,93
5693,Student_5693,97,59
5694,Student_5694,85,85
5695,Student_5695,81,82
5696,Student_5696,78,78
5697,Student_5697,99,84
5698,Student_5698,59,52
5699,Student_5699,74,60
5700,Student_5700,55,91
5701,Student_5701,88,87
5702,Student_5702,62,83
5703,Student_5703,78,95
5704,Student_5704,54,74
5705,Student_5705,81,62
5706,Student_5706,78,91
5707,Student_5707,67,68
5708,Student_5708,99,93
5709,Student_5709,98,88
5710,Student_5710,92,51
5711,Student_5711,90,80
5712,Student_5712,100,89
5713,Student_5713,61,83
5714,Student_5714,51,52
5715,Student_5715,96,52
5716,Student_5716,53,95
5717,Student_5717,72,92
5718,Student_5718,72,97
5719,Student_5719,73,70
5720,Student_5720,69,98
5721,Student_5721,78,61
5722,Student_5722,82,56
5723,Student_5723,89,54
5724,Student_5724,89,66
5725,Student_5725,97,78
5726,Student_5726,74,91
5727,Student_5727,97,51
5728,Student_5728,72,98
5729,Student_5729,86,77
5730,Student_5730,53,100
5731,Student_5731,54,63
5732,Student_5732,69,89
5733,Student_5733,56,63
5734,Student_5734,83,91
5735,Student_5735,75,64
5736,Student_5736,59,70
5737,Student_5737,76,88
5738,Student_5738,78,70
5739,Student_5739,59,99
5740,Student_5740,100,66
5741,Student_5741,88,51
5742,Student_5742,99,62
5743,Student_5743,67,98
5744,Student_5744,57,61
5745,Student_5745,86,66
5746,Student_5746,97,86
5747,Student_5747,57,84
5748,Student_5748,84,50
5749,Student_5749,75,97
5750,Student_5750,50,77
5751,Student_5751,86,88
5752,Student_5752,87,56
5753,Student_5753,79,55
5754,Student_5754,64,90
5755,Student_5755,96,92
5756,Student_5756,54,74
5757,Student_5757,60,52
5758,Student_5758,55,100
5759,Student_5759,98,62
5760,Student_5760,95,76
5761,Student_5761,87,79
5762,Student_5762,64,54
5763,Student_5763,77,65
5764,Student_5764,62,58
5765,Student_5765,90,56
5766,Student_5766,64,52
5767,Student_5767,51,89
5768,Student_5768,79,87
5769,Student_5769,94,84
5770,Student_5770,93,77
5771,Student_5771,92,92
5772,Student_5772,69,50
5773,Student_5773,70,57
5774,Student_5774,68,57
5775,Student_5775,54,67
5776,Student_5776,84,90
5777,Student_5777,62,99
5778,Student_5778,83,69
5779,Student_5779,82,60
5780,Student_5780,56,50
5781,Student_5781,66,67
5782,Student_5782,78,69
5783,Student_5783,76,83
5784,Student_5784,52,69
5785,Student_5785,50,53
5786,Student_5786,66,95
5787,Student_5787,53,82
5788,Student_5788,58,70
5789,Student_5789,78,54
5790,Student_5790,88,61
5791,Student_5791,79,91
5792,Student_5792,58,57
5793,Student_5793,83,98
5794,Student_5794,82,74
5795,Student_5795,59,77
5796,Student_5796,57,75
5797,Student_5797,54,66
5798,Student_5798,72,83
5799,Student_5799,90,72
5800,Student_5800,68,76
5801,Student_5801,67,50
5802,Student_5802,64,91
5803,Student_5803,82,55
5804,Student_5804,85,52
5805,Student_5805,52,99
5806,Student_5806,88,86
5807,Student_5807,57,94
5808,Student_5808,85,78
5809,Student_5809,76,73
5810,Student_5810,92,74
5811,Student_5811,90,100
5812,Student_5812,67,63
5813,Student_5813,66,64
5814,Student_5814,94,84
5815,Student_5815,98,88
5816,Student_5816,67,86
5817,Student_5817,86,64
5818,Student_5818,90,50
5819,Student_5819,81,86
5820,Student_5820,72,75
5821,Student_5821,56,88
5822,Student_5822,55,79
5823,Student_5823,60,89
5824,Student_5824,54,51
5825,Student_5825,96,81
5826,Student_5826,85,79
5827,Student_5827,59,90
5828,Student_5828,79,62
5829,Student_5829,86,91
5830,Student_5830,65,53
5831,Student_5831,57,89
5832,Student_5832,95,68
5833,Student_5833,67,99
5834,Student_5834,80,95
5835,Student_5835,59,90
5836,Student_5836,79,99
5837,Student_5837,56,66
5838,Student_5838,93,71
5839,Student_5839,64,62
5840,Student_5840,78,74
5841,Student_5841,80,81
5842,Student_5842,52,96
5843,Student_5843,97,76
5844,Student_5844,63,75
5845,Student_5845,59,58
5846,Student_5846,86,85
5847,Student_5847,65,92
5848,Student_5848,55,67
5849,Student_5849,85,87
5850,Student_5850,59,83
5851,Student_5851,83,94
5852,Student_5852,80,62
5853,Student_5853,59,61
5854,Student_5854,95,99
5855,Student_5855,75,93
5856,Student_5856,80,61
5857,Student_5857,100,87
5858,Student_5858,99,66
5859,Student_5859,89,80
5860,Student_5860,99,77
5861,Student_5861,73,86
5862,Student_5862,95,63
5863,Student_5863,100,100
5864,Student_5864,69,77
5865,Student_5865,95,70
5866,Student_5866,78,68
5867,Student_5867,98,67
5868,Student_5868,75,82
5869,Student_5869,100,69
5870,Student_5870,67,59
5871,Student_5871,77,84
5872,Student_5872,97,62
5873,Student_5873,100,55
5874,Student_5874,88,55
5875,Student_5875,58,82
5876,Student_5876,53,66
5877,Student_5877,91,55
5878,Student_5878,98,69
5879,Student_5879,61,72
5880,Student_5880,77,85
5881,Student_5881,88,75
5882,Student_5882,59,70
5883,Student_5883,70,92
5884,Student_5884,60,99
5885,Student_5885,63,73
5886,Student_5886,85,69
5887,Student_5887,55,55
5888,Student_5888,94,98
5889,Student_5889,77,66
5890,Student_5890,66,94
5891,Student_5891,91,63
5892,Student_5892,74,67
5893,Student_5893,99,82
5894,Student_5894,73,100
5895,Student_5895,99,64
5896,Student_5896,87,64
5897,Student_5897,86,90
5898,Student_5898,68,62
5899,Student_5899,81,64
5900,Student_5900,65,52
5901,Student_5901,70,68
5902,Student_5902,99,61
5903,Student_5903,77,85
5904,Student_5904,72,78
5905,Student_5905,70,78
5906,Student_5906,100,52
5907,Student_5907,96,50
5908,Student_5908,57,66
5909,Student_5909,90,97
5910,Student_5910,88,62
5911,Student_5911,58,59
5912,Student_5912,71,78
5913,Student_5913,98,69
5914,Student_5914,55,86
5915,Student_5915,61,100
5916,Student_5916,78,84
5917,Student_5917,78,60
5918,Student_5918,55,51
5919,Student_5919,95,52
5920,Student_5920,51,80
5921,Student_5921,53,78
5922,Student_5922,89,96
5923,Student_5923,90,85
5924,Student_5924,100,72
5925,Student_5925,64,55
5926,Student_5926,68,80
5927,Student_5927,50,54
5928,Student_5928,82,52
5929,Student_5929,88,50
5930,Student_5930,73,68
5931,Student_5931,71,59
5932,Student_5932,73,88
5933,Student_5933,94,57
5934,Student_5934,57,66
5935,Student_5935,56,50
5936,Student_5936,83,80
5937,Student_5937,98,68
5938,Student_5938,99,75
5939,Student_5939,94,100
5940,Student_5940,52,78
5941,Student_5941,87,56
5942,Student_5942,53,71
5943,Student_5943,93,100
5944,Student_5944,50,70
5945,Student_5945,66,98
5946,Student_5946,50,70
5947,Student_5947,84,92
5948,Student_5948,70,89
5949,Student_5949,68,85
5950,Student_5950,75,83
5951,Student_5951,51,57
5952,Student_5952,96,96
5953,Student_5953,97,89
5954,Student_5954,60,99
5955,Student_5955,60,75
5956,Student_5956,78,53
5957,Student_5957,52,87
5958,Student_5958,57,71
5959,Student_5959,79,62
5960,Student_5960,61,93
5961,Student_5961,99,53
5962,Student_5962,64,71
5963,Student_5963,66,96
5964,Student_5964,98,91
5965,Student_5965,62,82
5966,Student_5966,72,77
5967,Student_5967,52,63
5968,Student_5968,85,75
5969,Student_5969,93,97
5970,Student_5970,57,86
5971,Student_5971,53,59
5972,Student_5972,96,61
5973,Student_5973,84,87
5974,Student_5974,80,91
5975,Student_5975,58,81
5976,Student_5976,54,81
5977,Student_5977,72,97
5978,Student_5978,56,59
5979,Student_5979,85,80
5980,Student_5980,93,92
5981,Student_5981,86,98
5982,Student_5982,66,84
5983,Student_5983,90,79
5984,Student_5984,63,59
5985,Student_5985,85,96
5986,Student_5986,81,55
5987,Student_5987,73,72
5988,Student_5988,87,97
5989,Student_5989,95,76
5990,Student_5990,62,97
5991,Student_5991,88,56
5992,Student_5992,87,73
5993,Student_5993,72,88
5994,Student_5994,99,96
5995,Student_5995,53,86
5996,Student_5996,91,98
5997,Student_5997,55,76
5998,Student_5998,50,70
5999,Student_5999,80,64
6000,Student_6000,51,84
6001,Student_6001,90,98
6002,Student_6002,84,52
6003,Student_6003,95,93
6004,Student_6004,96,79
6005,Student_6005,64,84
6006,Student_6006,59,57
6007,Student_6007,63,71
6008,Student_6008,74,63
6009,Student_6009,76,92
6010,Student_6010,69,73
6011,Student_6011,50,71
6012,Student_6012,63,54
6013,Student_6013,80,67
6014,Student_6014,75,59
6015,Student_6015,65,77
6016,Student_6016,98,98
6017,Student_6017,98,100
6018,Student_6018,90,59
6019,Student_6019,61,71
6020,Student_6020,50,61
6021,Student_6021,75,52
6022,Student_6022,74,51
6023,Student_6023,72,67
6024,Student_6024,100,59
6025,Student_6025,61,52
6026,Student_6026,89,68
6027,Student_6027,73,93
6028,Student_6028,69,82
6029,Student_6029,82,65
6030,Student_6030,52,62
6031,Student_6031,72,100
6032,Student_6032,56,53
6033,Student_6033,99,85
6034,Student_6034,71,89
6035,Student_6035,67,76
6036,Student_6036,75,59
6037,Student_6037,100,62
6038,Student_6038,78,99
6039,Student_6039,66,95
6040,Student_6040,67,75
6041,Student_6041,73,57
6042,Student_6042,66,79
6043,Student_6043,59,89
6044,Student_6044,71,66
6045,Student_6045,54,81
6046,Student_6046,61,92
6047,Student_6047,100,58
6048,Student_6048,54,96
6049,Student_6049,97,99
6050,Student_6050,59,99
6051,Student_6051,64,82
6052,Student_6052,54,74
6053,Student_6053,83,70
6054,Student_6054,58,83
6055,Student_6055,58,91
6056,Student_6056,92,61
6057,Student_6057,57,56
6058,Student_6058,99,92
6059,Student_6059,88,72
6060,Student_6060,82,84
6061,Student_6061,78,93
6062,Student_6062,77,70
6063,Student_6063,52,98
6064,Student_6064,66,91
6065,Student_6065,93,97
6066,Student_6066,95,60
6067,Student_6067,58,64
6068,Student_6068,57,74
6069,Student_6069,74,74
6070,Student_6070,80,62
6071,Student_6071,97,71
6072,Student_6072,54,55
6073,Student_6073,87,68
6074,Student_6074,83,71
6075,Student_6075,93,88
6076,Student_6076,91,69
6077,Student_6077,76,80
6078,Student_6078,64,61
6079,Student_6079,54,81
6080,Student_6080,89,68
6081,Student_6081,67,74
6082,Student_6082,87,56
6083,Student_6083,93,86
6084,Student_6084,78,100
6085,Student_6085,57,55
6086,Student_6086,98,68
6087,Student_6087,76,76
6088,Student_6088,73,94
6089,Student_6089,78,76
6090,Student_6090,88,71
6091,Student_6091,100,63
6092,Student_6092,68,79
6093,Student_6093,98,50
6094,Student_6094,64,72
6095,Student_6095,72,83
6096,Student_6096,51,55
6097,Student_6097,87,71
6098,Student_6098,98,76
6099,Student_6099,64,77
6100,Student_6100,96,97
6101,Student_6101,79,88
6102,Student_6102,100,76
6103,Student_6103,88,94
6104,Student_6104,90,64
6105,Student_6105,82,97
6106,Student_6106,91,88
6107,Student_6107,79,88
6108,Student_6108,80,72
6109,Student_6109,96,87
6110,Student_6110,89,87
6111,Student_6111,58,64
6112,Student_6112,85,90
6113,Student_6113,50,51
6114,Student_6114,69,90
6115,Student_6115,62,50
6116,Student_6116,62,99
6117,Student_6117,71,92
6118,Student_6118,54,54
6119,Student_6119,51,81
6120,Student_6120,64,97
6121,Student_6121,52,95
6122,Student_6122,97,87
6123,Student_6123,91,59
6124,Student_6124,84,83
6125,Student_6125,92,88
6126,Student_6126,93,78
6127,Student_6127,65,77
6128,Student_6128,52,51
6129,Student_6129,71,85
6130,Student_6130,82,65
6131,Student_6131,86,53
6132,Student_6132,69,67
6133,Student_6133,57,56
6134,Student_6134,99,83
6135,Student_6135,76,93
6136,Student_6136,69,89
6137,Student_6137,73,98
6138,Student_6138,94,62
6139,Student_6139,90,53
6140,Student_6140,58,52
6141,Student_6141,50,98
6142,Student_6142,94,99
6143,Student_6143,56,66
6144,Student_6144,83,78
6145,Student_6145,64,57
6146,Student_6146,99,59
6147,Student_6147,88,74
6148,Student_6148,92,54
6149,Student_6149,97,87
6150,Student_6150,93,63
6151,Student_6151,61,75
6152,Student_6152,79,67
6153,Student_6153,71,76
6154,Student_6154,74,66
6155,Student_6155,60,51
6156,Student_6156,62,52
6157,Student_6157,89,76
6158,Student_6158,82,65
6159,Student_6159,65,86
6160,Student_6160,55,89
6161,Student_6161,73,85
6162,Student_6162,65,62
6163,Student_6163,59,94
6164,Student_6164,52,91
6165,Student_6165,60,83
6166,Student_6166,51,51
6167,Student_6167,63,73
6168,Student_6168,79,65
6169,Student_6169,91,97
6170,Student_6170,81,52
6171,Student_6171,66,77
6172,Student_6172,83,86
6173,Student_6173,55,60
6174,Student_6174,89,86
6175,Student_6175,50,95
6176,Student_6176,72,77
6177,Student_6177,63,66
6178,Student_6178,58,57
6179,Student_6179,73,80
6180,Student_6180,75,95
6181,Student_6181,81,60
6182,Student_6182,73,86
6183,Student_6183,57,76
6184,Student_6184,88,83
6185,Student_6185,80,61
6186,Student_6186,65,56
6187,Student_6187,77,55
6188,Student_6188,78,76
6189,Student_6189,89,63
6190,Student_6190,63,68
6191,Student_6191,94,63
6192,Student_6192,50,70
6193,Student_6193,98,76
6194,Student_6194,65,55
6195,Student_6195,82,53
6196,Student_6196,69,88
6197,Student_6197,67,77
6198,Student_6198,54,60
6199,Student_6199,57,83
6200,Student_6200,80,66
6201,Student_6201,57,98
6202,Student_6202,77,68
6203,Student_6203,69,92
6204,Student_6204,51,74
6205,Student_6205,88,84
6206,Student_6206,61,57
6207,Student_6207,82,79
6208,Student_6208,98,92
6209,Student_6209,62,89
6210,Student_6210,87,99
6211,Student_6211,73,77
6212,Student_6212,65,85
6213,Student_6213,83,75
6214,Student_6214,61,56
6215,Student_6215,91,94
6216,Student_6216,71,72
6217,Student_6217,81,80
6218,Student_6218,72,62
6219,Student_6219,94,59
6220,Student_6220,64,57
6221,Student_6221,67,73
6222,Student_6222,100,68
6223,Student_6223,67,91
6224,Student_6224,55,83
6225,Student_6225,74,81
6226,Student_6226,71,92
6227,Student_6227,95,98
6228,Student_6228,91,61
6229,Student_6229,84,91
6230,Student_6230,89,62
6231,Student_6231,71,86
6232,Student_6232,55,64
6233,Student_6233,96,91
6234,Student_6234,99,59
6235,Student_6235,85,87
6236,Student_6236,55,61
6237,Student_6237,62,79
6238,Student_6238,53,62
6239,Student_6239,91,50
6240,Student_6240,81,52
6241,Student_6241,78,58
6242,Student_6242,73,99
6243,Student_6243,83,73
6244,Student_6244,70,93
6245,Student_6245,81,58
